query_id,question,correct_document_id,rank
737,일반인은 앉을 수 없는 벤치가 있는 공간은?,15318,1
738,나치가 본인의 정책 중 경제 분야를 맡긴 사람은?,7900,21
739,공박에서 2008년 4월에 새로 선보인 캐릭터가 수행하기에 적절한 포지션은?,35134,1
740,한국에서는 관심을 받지 못했지만 일본에서 붐을 일으킨 음악의 장르는?,48621,21
741,릭단이 1620년 무력으로 중국 명나라로 부터 받아낸 조공의 금액은 얼마인가?,16678,1
742,정치가 이전에 로마 축제를 담당했던 사람은?,27236,1
743,댓글에 의해 스레드 위치가 바뀌는 게시판이 시작되었던 날짜는?,10502,1
744,난방 에너지원을 전기로 통합하는 것을 무엇이라고 부르나요?,50417,1
745,“마님이 된 하녀”가 나머지 부분과 분리되기전 작품의 이름은?,9978,1
746,외계인들로 이루어진 제국을 이끄는 사람은?,27939,1
747,인터랙션 디자인은 무엇의 등장으로 빠르게 발전되었나요?,16099,1
748,캐니언이 발견한 버킷리스트는 누가 쓴 것이었나요?,42744,9
749,한국에서 처음으로 여자 피겨 선수권 대회 1등을 배출한 해는?,24094,1
750,우르바노 5세는 1370년에 어디로 가기 위해 코르네토에서 배를 탔나요?,6774,2
751,짐보의 이야기 중 베트콩과의 전쟁에 같이 참여한 인물은?,9965,1
752,《제일하우스 록》은 어느 나라의 영화인가요?,47441,1
753,글리세린과 프탈산의 화합물은?,24414,1
754,트램펄린의 개발은 누구의 행위에서 아이디어를 얻었는가?,23043,1
755,유일하게 병동 현장을 본 사람은?,17597,1
756,빌의 새아버지의 이름은?,4628,4
757,손환을 구하려다가 적의 기습을 당하는 장수는?,6663,2
758,이집트를 구원하기 위해 로마에서 보낸 사람은?,45608,11
759,리튬 전지가 여러 분야에서 무엇을 대체하여 쓰일 수 있는가?,22849,1
760,페가수스 다리 공격 시 이동수단은?,12619,1
761,오리너구리가 전기를 가장 잘 느끼는 부위는?,7729,2
762,브라질의 일반 시민들은 대체로 어떤 직업을 가지고 있나?,21025,21
763,해먼드 부자 구금의 계기가 된 사건은 언제 일어났나요?,42562,1
764,온센타마고에서 굳는 부분은 어떤 성분을 지니고 있는가?,26971,13
765,1944년에 소드 해변은 누가 차지하고 있었나요?,37252,1
766,선수와 관중 사이에 다툼이 벌어졌던 경기 날짜는?,56947,1
767,존스가 최정예 대대를 파견해서 돕고자 한 부대는?,9492,2
768,복할배는 누구의 배반으로 인해 사망하게 되나요?,21849,1
769,조선인민당이 보수층을 위해 사용한 문양은?,5599,2
770,1560년 이전 스코틀랜드 교회의 소속은?,17248,1
771,그림에서 귀걸이와 팔찌가 장식된 인물은?,46830,1
772,피렌체 화파에 영향을 끼친 사람은?,7226,2
773,일본공산당에 불만을 품은 과격파 학생당원들이 차후에 만든 단체는?,57522,1
774,비오 11세의 선임자는?,6779,2
775,이자나미의 죽음이 나와있는 책은?,27324,1
776,갈라티 수도원이 세계 문화 유산으로 선정된 해는?,26526,1
777,중학부 종목에서 3:2로 패배하여 우승하지 못한 학교는?,54091,5
778,아비코 역 안내 표기가 히라가나인 것은 누구를 배려함인가?,34661,1
779,튀코와 결투하면서 그의 코 일부를 잘랐던 인물은?,4945,2
780,상습적으로 윤락행위를 저지르는 자를 부르는 말은 무엇인가요?,17916,1
781,튜더 왕가의 정통성에 해를 가했던 사람들은 언제 죽음을 당하였나요?,36795,1
782,보통 긴팔원숭이들의 암수 구분은 무엇으로 알 수 있나요?,19134,1
783,조지아인과 오세트인이 화합을 이루웠던 때는 언제인가?,26355,2
784,송일국의 매니저가 김을동의 의원실 인턴 업무를 병행했던 연도는?,12736,1
785,크르팔레크가 세계 선수권에서 5위를 한 년도는?,47934,11
786,1990년 대통령표창 애족장을 추서받은 사람의 본관은?,40096,3
787,2005년의 조사에서 밝힌 아루바에서 살고 있는 민족의 수는?,7363,2
788,필리포스 2세의 통치 기간에 이익을 위해 만든 것은?,45452,1
789,두 개의 지역으로 줄어든 후에 킬리키아의 명칭은 무엇으로 변경되었나?,60063,1
790,제2차 야마모토 내각이 국가가 직접 조선인을 감찰할 것이니 개인이 사적 제재를 하지 말라고 공표한 것은?,58572,1
791,장면이 총리가 되는 것을 반대한 인물은?,6955,11
792,블룸필드가 타갈로그어를 연구할 당시 다니고 있던 직장은?,55698,1
793,로디니아가 갈라지기 시작한 시기는?,7751,4
794,벨라루스 공화국은 몇 년도부터 특별 참가국 자격으로 유럽 평의회 의원 회의에 참석하였나?,17580,1
795,"4·19 혁명이 성공한 이후, 김영훈이 사직한 직분은?",15876,1
796,튀코가 출판한 항성목록의 갯수는 이후에 몇 개가 되었나요?,4948,1
797,미에빌의 작품속에서 보이는 등장인물이나 작품경향에 영향을 준 게임의 종류는?,11156,1
798,《닥터 후》에서 정기 배역으로 출연을 맡은 인물은?,39853,1
799,남상철의 아버지는 언제 살아남았나요?,15951,14
800,양성 통제는 무엇을 판가름 하기 위해 흔하게 쓰이는가?,47982,2
801,빔비사라의 아들이며 앙가를 다스린 사람은 누구인가?,15361,1
802,"임진왜란 당시, 황석산성에서 두 아들과 함께 죽음을 맞이한 인물은?",48262,1
803,콜레라의 원인을 오염된 물이라고 하는 주장을 일축한 것은 누구인가?,47881,1
804,방송통신심의위원회와 인터넷 방송국에게 방송인 관리를 더 철저히 해야한다고 말한 사람은 누구인가?,53937,1
805,마르첼로 1세가 로마 주교 자리에 앉게 된 해는?,6682,2
806,하워드 마셜의 재산 상속을 위해 안나 니콜 스미스가 법정 소송을 벌인 기간은?,36640,1
807,1992년에 수립된 알바니아 민주당 정권의 리더는 누구였나요?,34791,1
808,셰익스피어가 창작한 실수 연발에서 다뤄지고 있는 이야기의 소재는?,60178,3
809,반클리프 아펠의 회고전은 어느 계절에 열렸나요?,42088,1
810,광무개혁은 어떤 산업의 진흥을 위해 실시된 정책이었나요?,53107,5
811,조선후기 불상들에게서 흔이 볼 수 있는 의복의 종류은?,38091,15
812,그리폰이 반란을 일으켰던 인물은 아버지가 죽기 전 무엇을 받았나요?,14442,1
813,과실인 경우에도 처벌받을 수 있음이 명시된 규칙은?,12975,1
814,바그라트의 아버지가 타오와 파시아네를 점령한 년도는?,26446,1
815,알바왕국의 계보가 있는 부록에서 가장 마지막에 죽은 인물은?,55196,1
816,실제로 중화민국 국민임을 입증하려면 어느 지역에 살아야하나요?,19020,1
817,요한 1세에 대해 의심을 품고 그를 라벤나로 부른 사람은?,6696,2
818,갑관요가 상서에게 잘못을 고한 대상은?,50401,1
819,강유가 진태와 곽회에 의해 도주하게 되는 회차는?,25634,1
820,"기관, 기업소 협동단체에서 팔아줄 수 있는 8.3 인민소비품의 양은 어느 정도인가?",57817,1
821,창녕 포교당 법당의 목조석가여래좌상이 처음 봉안된 곳은?,47337,1
822,기영재를 살해한 인물은 누구인가?,38470,1
823,곽상훈이 내각 책임제 개헌을 제안했다가 무시 당할 당시의 대통령은 누구인가?,6964,2
824,대류권에서 바람의 세기가 가장 큰 부분은 어디인가?,16614,4
825,망각의 지팡이를 만든 사람은 지금 어디 살고 있나?,20165,1
826,20세기 초반에 미치류의 척추뼈를 크기와 모양으로 구분했던 방식을 무엇이라고 하는가?,8489,2
827,마이크로키니의 제작 계기가 된 해변은?,57503,1
828,오현주의 횡령을 주장한 사람은?,9735,2
829,트레혼데아르도스 공군기지의 전투기를 볼 수 있는 곳은?,44105,1
830,투스카라 족은 어떤 사건을 계기로 펜실베니아 또는 뉴욕으로 거처를 옮겼나?,34753,1
831,코르부트가 선수들 중 처음이자 마지막으로 평균대 경연에서 선보인 기술은?,30793,1
832,비가 내린 뒤 밤에 결혼비행을 하는 개체는 무엇인가?,51707,21
833,레오폴도가 사제가 된 연령은?,32372,1
834,충실하지 않은 선거인을 2008년까지 구별해낼 수 없었던 지역은?,33189,1
835,건반을 누를 때 잭의 움직임에 따라 현에 닿는 것은?,6466,2
836,새누리당이 집정 여당으로 자리매김 할 수 있는 발판이 되었던 인물은?,4783,3
837,호꾸이리의 아들 이름은?,57067,4
838,펠라지오는 누구와 함께 콘스탄티노폴리스로 갔나요?,6698,2
839,샤 슈자가 자신의 왕위를 물려줄 사람은?,14801,1
840,디트릭슨은 네프와 무슨 보험을 계약 중이었나?,30748,1
841,12월 14일 전쟁에서 프랑스 장교는 몇명이 죽음을 당하였나요?,56031,1
842,크릭이 과학과 종교의 연결성을 언급했던 도서는?,20347,1
843,뮤 중간자를 일컫는 또 다른 명칭은?,6326,3
844,카이사리온이 옥타비아누스를 피해 도망친 곳은?,11036,1
845,풍부한 식감으로 인해 부첼라토가 지니게 된 전통적인 의미는 무엇인가?,37518,1
846,코핀을 볼 수 있는 동굴은?,6551,2
847,해왕성 동기 궤도 안쪽에 있는 위성들을 무엇이라고 부르는가?,16186,2
848,자유 경쟁과 상호 의존을 함께 유발하는 이념은?,59785,1
849,유럽과 아메리카 사회가 제국주의로 가는 과정에 있다는 주장에 이이를 제기한 집단은?,5781,2
850,조선공업은 어떤 공업으로 분류되는가?,12682,1
851,샤푸르 2세가 죽은 뒤 조로아스터교의 사제들과 협력하여 왕권을 약화시킨 계급은?,43721,1
852,자유 연상을 창시한 인물이 그만둔 치료 방법은?,8051,5
853,경찰이 병력 배치등을 이유로 참여 인원을 추정하는데 근거로 삼는 것은?,47580,1
854,대한민국이 5개국을 꺾고 디비전 1A로 승급될 수 있었던 해는?,24567,1
855,전국의 사원이나 향교를 탐방할 수 있는 1박 2일 여행 프로그램은?,52327,2
856,예르지 네이만과 피어슨의 직장은 어디였나?,35466,1
857,마드리드 시가 관리하기 전에 10호선을 관리하던 것은 어디인가?,50844,2
858,사마귀가 사냥감을 공격하는 모습을 참고하여 만든 중국의 놀이는 무엇인가?,5393,2
859,프레몽트레회에 들어오길 원했으나 노르베르토가 평신도로 있을 것을 권한 사람은?,35789,1
860,마가다와 다이아몬드 채굴권을 협상한 나라는 어디인가요?,59453,1
861,성매매법이 실시된 연도는?,38301,11
862,트램펄린 회사를 설립한 사람은?,23043,1
863,라틴 아메리카나 스페인에서 식전주와 곁들여져 나오는 요리는?,28944,2
864,경찰이 원영의 시신을 찾기 위해 수색 작업을 실시한 날짜는 언제인가요?,42891,1
865,비자연적으로 면역을 얻는 경우에 해당하는 방법은?,11695,10
866,카롤의 결혼 결정에 입김을 불어넣은 사람은?,27699,1
867,작문시험과 성적을 통해 로리뷰 편집 위원을 뽑는 때는 언제인가?,12209,1
868,《트래버스 드 수 조약》과 《멘도타 조약》을 체결하고 사냥터를 미국에 양도한 계약 당사자는?,35751,1
869,아이라 시와 가고시마 시가 구분되는 곳에 있는 것은?,24369,1
870,아폴론에게 예언을 주관하는 힘을 준 이는?,18697,1
871,피실험자들의 공통적인 특성은?,46747,21
872,오생원의 아들이 정사를 나누던 사람은 누구인가?,31989,1
873,피터와 함께 하이든의 무덤을 도굴한 인물은?,5404,2
874,오다 도시히로가 슈고다이가 된 후 다스린 지역은?,20793,1
875,독일인으로서 최초로 교황이 된 자의 사망일은?,6732,2
876,로페스 데 레가스미는 비사야 제도의 북쪽 지역을 조사하라고 몇 사람을 보냈나?,26851,1
877,집권 후 지구 과학 분야의 지원에 몹시 부정적 태도를 취한 사람은?,50107,21
878,아트 앤드 크래프트 운동을 이끈 사람은?,10035,1
879,《로마제국 쇠망사》의 시기 구분 중 서로마제국이 첫번째로 존속했던 시기는 언제인가?,6469,2
880,타지마할은 산성비로 어떤 피해를 입었는가?,16095,1
881,3회에서 히코노에게 홈런을 허용한 상대팀 투수는?,41478,1
882,루빈시테인의 스승은 누구인가요?,6595,2
883,<아바타>는 언제 처음으로 상영되었나?,24820,21
884,신라가 불을 일으킬 수 있는 신체 부위는?,52377,21
885,"돈 칭자오를 때렸으며, 그가 원한을 품게 한 인물은?",53318,1
886,콘늘라를 강제로 돌려 보내려 한 사람은?,56689,5
887,핀과 함께 사막에서 오토바이를 탄 인물은?,42744,1
888,베토벤은 어떤 곡을 피아노로 편곡하였는가?,4798,4
889,루티프 아피푸가 소속된 집단은?,55289,1
890,알프레드가 아버지를 여읜 것은 몇 년도인가?,56374,1
891,단일불포화 지방 위주의 식단일 경우 인슐린 자항성의 발생률이 어떻게 되는가?,10240,1
892,말레이시아어와 매우 유사하며 말레이어라고 칭하는 게 맞다는 주장이 있는 언어는?,7206,2
893,용수당을 만들기 위해서는 엿당 포화용액을 끓인 후 몇 분 정도 식혀야 하는가?,22458,1
894,점토로 제작된 원통형 화덕에 숯불을 놔두어 고온으로 가열하는 오븐은?,7460,2
895,승강장이 지하 2층에 있는 지하철역은?,23044,5
896,텔레비전 음악회에서 가수 김연자가 부른 노래는?,7581,2
897,바로 가기 아이콘을 실행할 수 있게 하는 프로그램은 무엇인가?,11390,2
898,사르트르는 개인이 어떤 존재라고 생각했는가?,15212,1
899,대한민국 행정심판법 제3조 제 1항의 근간이 되는 방침은 무엇인가?,21304,1
900,케플러는 누구의 화성 관측 자료를 통해 행성 운행표를 만들었나요?,4960,5
901,태양계 거대 기체 행성의 주요 구성 요소들은 무엇인가요?,43278,1
902,뉴욕주의 주지사로서 톰킨스가 폐지하고자 노력한 제도는?,29366,1
903,다카기 모리미치가 주니치의 감독직에서 사임한 해는?,29626,1
904,익명조합원은 어떠한 상황에 익명조합을 활용하여 돈을 벌 수 있는가?,37844,1
905,아델리펭귄 새끼들이 먹이를 달라고 칭얼거릴 때 무엇과 유사한 소리를 내는가?,36936,1
906,2007년 IAU에서 외계 행성과 갈색왜성을 구분하는 척도로 삼자고 제시한 것은?,43676,1
907,양운에 의해 역모 계획이 들통난 사람은?,50356,3
908,쯔웨는 SM엔터테인먼트에 누구의 영화 출연을 요구했나요?,38698,1
909,형사소송법 제361조의4 제1항에서 법적으로 보호하는 사람은?,11052,1
910,이탈리아 AC 밀란에 의해 3년 연달아 컵위너스컵을 달성하지 못한 국가는?,31124,1
911,헤위에르달이 실험을 한 이후에 이야기를 나눈 상대는?,6653,2
912,이용순이 서재필의 시신을 뒷수습할 당시 서명원이 머무르던 국가는?,32341,1
913,코시모는 누구로부터 교육을 받았나?,28799,1
914,이화곡 가루를 물과 쌀에 넣으면 무엇이 시작되나요?,52235,1
915,이사회에서는 회의를 한 해에 적어도 몇 개 진행하나?,7030,2
916,콘스탄티네 2세에 이어 왕위를 계승한 인물은 언제까지 군림하였나요?,28046,1
917,견갑골의 움직임에 집중한 훈련의 효과를 본 구종은?,47718,1
918,호라티우스가 아테네로 공부하러 가게되었던 해는?,4917,2
919,마이클 스펜스가 철학을 공부한 대학교는?,38782,1
920,조프루아가 여러 학자들이 발표한 동물 구조의 유사성 개념을 참고해 만든 논문은?,33421,1
921,1963년 제 5대 대통령 선거 후보로 확정된 인물은?,7442,17
922,《애시스 투 애시스》에서 앨릭스 드레이크를 총으로 쏜 인물은?,50281,1
923,역의 동쪽 일부에서 토지 구획 정리 사업을 주관하는 도시는?,47402,1
924,머리광배에 특이하게 불꽃무늬나 연꽃무늬를 각인하는 특징을 가진 나라는?,36115,21
925,인터넷과 휴대전화의 보급 전 주로 사용되던 물리적 매체는?,7326,2
926,술을 계속 찾도록 유도하며 알코올의 영향을 받는 것은?,17428,2
927,크로마토 그래피 카트리지가 한 번에 사용 가능한 샘플의 수는?,53185,1
928,학자들이 슬라브조어를 위해 사용한 외국의 언어는 무엇인가요?,57993,1
929,아리스타르코스가 처음으로 지동설을 이야기했지만 이를 반박한 인물은?,4951,3
930,1897년 민영환이 영국공사로 갔을 당시 영국은 누가 다스리고 있었나요?,53109,1
931,타스만 호수에서 흐르는 물은 타스 강을 거쳐 어느 호수로 흘러가나?,27222,1
932,경찰관은 김씨를 누구라고 생각했는가?,27170,2
933,메데이아가 화가 난 이유는 무엇인가?,12201,3
934,히키코모리에 대한 별 관심을 두지 않았던 때는?,9464,1
935,포도주 블라인드 테스트를 소재로 만든 영화의 제목은?,46047,1
936,매니저가 사실이 아닌 내용이라며 해명서를 발표했던 방송은 무엇인가?,12736,1
937,유럽 연합군 최고사령부가 출범한 것은 몇년도인가?,4890,5
938,이반 T.굿맨 다음으로 샌피드로 산 미라를 보유한 사람은?,40502,1
939,2002년 9월 22일에 시행된 독일 총선거에서 뽑고자 했던 연방의회 의원 수는?,40138,1
940,브루노와 부팔마코가 칼란드리노의 여정에 함께한 이유는?,25412,1
941,경성일보에 담화문을 발표한 자는 종교계 사람들을 무엇이라고 나무랐는가?,8512,2
942,페르디난도 2세는 언제 사망했나?,28765,21
943,가미요시다의 국도 139호 인근에 많아진 것은 무엇인가?,9281,1
944,제2대 주일 미국 공사가 일본에서 세운 가장 큰 업적은 무엇인가?,42151,1
945,한국 대 멕시코 경기에서 선제골을 넣은 쪽은?,51777,1
946,시에라 네바다 산맥에서 할 수 있는 스포츠는?,29144,1
947,진화론을 다룬 학파 중 기형의 역할을 중시한 학파는?,33424,3
948,오래된 족자는 어디에 진열되어 있었나?,39062,21
949,나기브에게 가택연금 처분을 내린 자는?,39989,2
950,저고리의 길이가 짧아진 시기는 언제부터인가?,16451,9
951,스페인의 기독교인들과 성관계를 하게 될 시 위험해지는 사람들은?,48606,1
952,케냐를 부패하게 만들고 본인도 국가의 대지주로 만든 케냐타의 정책은?,6204,2
953,맥다월의 군대가 후방에 남아서 방어해야 하는 도시는?,15993,1
954,몽칼름과 보드레이유가 지휘 문제로 서로 갈등하기 시작한 것은 몇 년인가?,49236,2
955,1987년 일본 시리즈 우승팀을 지도한 감독은?,41459,21
956,매그니토가 나온 장면의 대부분을 연기한 배우는?,37989,1
957,록키에게 재시합을 신청한 사람은?,31666,1
958,"카리용 전투에서 영국 육군이 조지 호수 해안에 상륙했을 때, 그곳에 방치되어 있던 물자와 무기는 어느 나라 군대의 것이었나?",34582,1
959,10월 3일까지 오키나와 방면에서 유일하게 공격받은 곳은?,41425,1
960,포켓몬 바크 경기가 진행되는 장소는?,22450,1
961,거북산이라 불리는 산의 명칭은?,21397,2
962,미주리 타협을 무효로 하는 법은?,20114,3
963,랑페르 드 브르트니에르가 1858년에 다녔던 학교는?,39598,1
964,에우포르보스와 아폴론이 함께 공격했던 인물은?,19469,1
965,동탑은 탑신 몇 층으로 구성되어있나?,34451,1
966,2018년 당시 보이저호의 위치는?,50108,21
967,사수도의 해안선은 대부분 무엇으로 구성되어 있나요?,33093,1
968,장 전 총리가 한 행동을 두둔해준 사람의 이름은?,6956,2
969,냉전 이후 여러 분야에서 상대적 발전을 지속한 시대를 일컫는 용어는?,52295,1
970,동투르키스탄을 식민지로 삼아야 한다고 주장한 사람은?,55774,1
971,광해군이 나라를 통치할 당시에 주도권을 가지고 있던 파는?,13460,21
972,이호민이 과거시험에 합격한 것은 몇년도인가?,39314,3
973,주민들의 대피를 도왔던 사람의 이름은 무엇인가요?,56191,21
974,알하킴이 후세인의 정치 권력을 없애기 위해 만든 조직의 이름은?,7389,8
975,박재완이 금자탑을 세운 해는?,45730,1
976,도스토옙스키는 젊었을 때 어떤 사상을 추구하는 정치 클럽에 참여하였나?,8236,3
977,순무 제도가 생긴 것은 언제인가?,28351,1
978,미국으로 이민 온 사람들은 누구로부터 돈을 차용할 수 있었나?,40872,3
979,종교적 목적으로 파리 대학교에 교황이 세운 교육 기관은?,6760,21
980,신자가 편의점에서 잡은 남자는 몸 어디에 문신이 있나?,35923,1
981,뮤지얼보다 더 높은 점수로 경기를 그만 둔 인물은?,18901,1
982,《나니아 연대기》시리즈 중 시간 설정이 가장 먼저인 작품의 이름은?,59584,2
983,삼손의 약혼녀였던 사람의 아버지 이름은?,60242,1
984,김원치 검사와 이흥구가 재회하여 이야기를 나누었던 시간은?,57479,1
985,일본인들에게 송도고보는 일본의 어느 학교보다 더 크다고 소문났나?,5321,4
986,황국의용군의 지도자는?,27142,1
987,나라에서 군인들을 뽑아 만든 군대를 통솔하는 우두머리는 누구인가?,40859,21
988,사이버펑크에 주로 등장하는 시간적 공간적 배경은?,11865,4
989,피부세포를 다른 조직으로 전환시키는 기술보다 안전성 측면이 취약한 기술은 무엇인가?,58283,2
990,미하일 무루초스는 태권도가 정식 종목이 된 올림픽에 참가하기 위해 어디에서 예선전을 치뤘는가?,44103,21
991,"인류의 발전에 있어, 인류의 머리가 커지기 전에 일어난 일은 무엇인가?",28423,1
992,타란티노의 영화에서 자주 들을 수 있는 음악 장르는?,23144,1
993,훗날 나오마사가 된 인물이 당주가 되었을 당시 나이는?,41382,1
994,불경에 악평을 쏟아 궁예가 직접 살해한 승려는?,7962,2
995,보살상의 최상단에는 무엇이 그려져있는가?,40374,21
996,윤치호가 일부 독립운동 지도자들로부터 비난 받았던 일기의 내용은?,5307,2
997,보좌관이 아닌데 보좌관으로 불리는 요원들의 별명은?,33354,1
998,오다와라의 다수의 건물이 붕괴된 원인은?,22651,1
999,사회적으로 은둔하며 외톨이 생활을 하는 사람을 부르는 명칭은?,55107,21
1000,닉슨 행정부가 베트남 전쟁에서 옹호했던 편은 어디인가?,39058,1
1001,대부분의 마약은 멕시코를 거쳐 어디로 운반되었는가?,32386,2
1002,이민곤에게 유배령을 거둬들이고 벼슬과 영정을 내린 왕은?,52777,1
1003,트리에르바일레르가 지속적으로 일을 해야 하는 이유는 무엇인가?,31557,1
1004,마라도나는 어느 나라 선수인가?,7088,2
1005,미국이 베트남에서 철군한 이후 사이공을 장악한 세력은?,8190,2
1006,마리가 사망할 당시 그녀의 나이는?,10752,2
1007,지방지 중 전국지와 크게 다를 것이 없는 것은?,7712,2
1008,소영의 나이는 몇 살인가?,43685,1
1009,간결과의 토론 후 진중권은 누구로부터 토론을 제안받았는가?,35704,1
1010,천장욱이 귀국 후 처음으로 군수직을 맡은 곳은 어디인가?,13889,1
1011,미국의 고용시장은 어느나라로 생산 라인이 크게 옮겨지며 감소하게 되었나?,4712,5
1012,아타속이 먹는 균이 길러지는 곳은?,25662,1
1013,민영익의 한쪽 눈을 찔러 기습공격을 감행한 인물은?,35833,2
1014,신식 전술 중 보병의 진군에 방해가 된 것은?,5509,2
1015,일 년전쟁에서 결과적으로 이긴 부대는?,7842,21
1016,해방 정국에서 각 정치세력이 유일하게 합의를 이룬 해는 언제인가?,5599,2
1017,중세시대에 가장 이름을 날렸던 타이빈성 출신 문학가는?,22830,1
1018,시간과 공간이 서로 영향을 주고 받는다고 주장한 학자는?,6284,3
1019,일반적인 성작은 무엇으로 만들어지나요?,29882,1
1020,형재 프랭크퍼트 지역에 처음 발을 딛은 백인은?,10512,1
1021,자유심증주의가 법관의 판단을 절대적으로 신뢰한다는 것이 드러나는 조항은?,17818,1
1022,서복영의 남편이 태어난 도시는?,31749,21
1023,치아표면을 상하게 하는 산은 세균이 무엇을 분해시키면서 발생하는가?,22791,1
1024,크렘린 궁 석벽의 현재 용도는?,5915,2
1025,댈러스 이전에 부통령직 지위를 제안받은 인물은 누구인가요?,27402,1
1026,아일랜드 명칭의 유래가 된 사람의 아버지는?,35162,11
1027,어떤 성분을 많이 넣어야 도자기의 처음 성형했을 때와 구워 냈을때의 형태가 별로 달라지지 않는가?,13784,1
1028,유란시아의 원본은 어떤 언어를 사용하였나?,15853,21
1029,공장들이 방향을 수익 중심으로 잡게한 제도는?,58792,7
1030,청자 상감국화모란유로죽문 매병에서 꽃봉오리 같은 부분은 어떤 모양으로 다듬어져있나요?,36729,1
1031,한나라당이 댓글 관리를 처음 시작한 해는?,4781,2
1032,불암산 호랑이 유격대의 마지막 유격전은 어떤 군대의 수송대를 공격하는 작전이었나요?,56191,1
1033,일본 오야마 역과 신마에바시 역을 잇는 여객철도 노선의 개통 당시 본래의 기능은 무엇이었나?,27435,1
1034,2011년 크리스마스에 열린 대부분의 축구 시합에서 내국 병사는 누구를 상대했는가?,7781,2
1035,임진왜란의 정전회담의 결렬로 다시 일어난 전쟁은?,38171,21
1036,성종이 왕위에 오르기 전 장순왕후의 신분은?,16346,1
1037,"탐색을 시작할 때, 제일 먼저 설치해야 하는 것은 무엇인가?",20721,1
1038,G급 순양전함에 쓰이는 대포의 둘레 길이는?,13025,1
1039,"지드래곤은 ""One Of A Kind""로 얼마만에 솔로로 무대에 복귀하는가?",42496,2
1040,김순명은 무엇에 의해 사망했나요?,48494,21
1041,"알렉세이 나발니가 혼수상태였을 당시, 비행기는 어디로 향하고 있었나요?",49611,1
1042,흉노를 공격하려는 계획에 상반된 의견을 가진 자는?,52473,21
1043,마이크로소프트사 윈도우의 시장 점유율이 줄어들기 시작한 해는?,21909,1
1044,이스트앵글리아 왕국의 초기역사에 대한 자료인 <교회사>의 저자는?,19310,2
1045,땅꾼자리 제타의 최대 크기는 무엇보다 큰가?,15413,1
1046,루터가 교육의 장으로 가장 강조한 곳은 어디인가?,31364,1
1047,초기 출혈성 천연두의 주된 사망 원인은 무엇인가?,5541,4
1048,도스토옙스키의 작품에 담긴 기독교 사상은 무엇에 기반한 것인가?,8238,2
1049,인정식이 입지를 넓히는데 걸림돌이 된 그의 사상은?,14027,1
1050,윤치호는 서재필을 찾아간 후 어느 지역으로 갔나?,5282,8
1051,국부가 담겨있는 항아리 뚜껑에는 무엇이 적혀있나?,8638,2
1052,남대문 전투의 시발점이 된 사건은?,11499,21
1053,카라만리는 누구에게 맘루크 칼을 하사했나요?,36471,1
1054,의존성을 사용하려는 객체는 무엇을 호출할 수 없나요?,31856,1
1055,2005년에 맨체스터 유나이티드의 구단 경영권을 얻은 인물은?,44349,1
1056,대내림'을 행한 뒤 다음 순서는?,37217,1
1057,에포케의 이유를 제시한 책은?,44693,21
1058,여성들이 입대할 수 있는 세력은?,20870,21
1059,가끔씩 북동부 지역에 살고있는 오리너구리들을 사냥하는 포식자는 누구인가?,7731,2
1060,정녀 7명 중 한 명을 모시고 간 집안은?,47214,2
1061,노르망디 침공이 시작된 년도는 언제인가요?,39292,7
1062,아즈텍 문명을 침략한 나라는?,12973,1
1063,인격이 달라질 때 그 전의 기억을 잊어버리는 질환은 무엇인가요?,48941,1
1064,미이라를 활용해 많은 의학적 지식을 얻은 것은 누구인가?,50719,3
1065,고속국도법이 철폐되어 어떤 법에 속하게 되었나?,6427,2
1066,영화《제일하우스 록》을 연출한 사람은 누구인가요?,47441,1
1067,프랭크 베이커의 반환을 거부한 사람은 누구인가?,35777,1
1068,임시발병규정에서 채택된 군사는 무엇에 능력이 뛰어난가?,48504,1
1069,피해자들의 탈출을 막기위해 보닌이 운전석 문을 제외한 다른 문에서 모두 없애버린 것은?,60334,1
1070,아카풀코에 새로운 열대 요란이 일어난 날짜는 언제인가요?,31733,1
1071,역사상 가장 오랫동안 이용된 용광로는?,53538,21
1072,"미국과 영국, 소련의 외교적 대표들의 논의가 이루어진 자리는 무엇인가?",26835,21
1073,윤치호가 조지아주에서 재입학한 학교는?,5281,2
1074,리위안훙이 총통 자리에 있을 때 베이징에서 쿠데타를 일으킨 사람은 누구인가?,6194,2
1075,송세호를 극동을 관리했던 사업가로 기사를 냈던 곳은 어디인가?,54736,1
1076,제천시가 시내버스에 LED 행선지표지판을 설치하기 시작한 해는?,21354,1
1077,볼러의 능력을 판단할 수 있는 기준은?,24200,1
1078,2007년 자유 지수 순위 참여 국가 중 꼴찌를 한 국가는?,16593,1
1079,밀본을 얕잡아 본 인물은 누구의 친구였나요?,18910,1
1080,태평양 전쟁 당시 필리핀에 진격하기로 한 사람은?,41248,3
1081,3년간 레논이 부인과 떨어져 지낸 시기를 뜻하는 말은?,51397,5
1082,크리스마스 정전을 더이상 볼 수 없게 된 해는 언제인가?,7777,4
1083,1816년에 구제동맹을 만든 사람들은?,22377,4
1084,앙리의 부인은 누구의 후손인가?,7222,15
1085,12월 8일 기습 공격을 행한 군대는?,4878,21
1086,티타노케라톱스가 펜타케라톱스보다 더 유사한 종은?,24464,2
1087,네메스는 보통 누가 사용하던 물건인가?,47020,21
1088,더듬이의 곤봉의 분절이 2개인 개미는?,50887,1
